"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","74","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","52","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","44","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","145","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","961","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","35","1","0.000000","0","0"
"/Engine/Tutorial/SubEditors/TutorialAssets/TutorialMaterial.TutorialMaterial","0","0","12","1","0.000000","0","0"
"/Game/CC_Shaders/StandardShader/RL_Standard.RL_Standard","0","0","2319","7","0.000000","0","9513"
"/Game/CC_Shaders/EyelashShader/RL_Eyelash.RL_Eyelash","0","0","234","1","0.000000","0","0"
"/Game/CC_Shaders/HairShader/RL_Hair.RL_Hair","0","0","1600","8","0.000000","0","3600"
"/Game/StarterContentMin/Materials/M_Metal_Copper.M_Metal_Copper","0","0","45","1","0.000000","0","0"
"/Game/Particles/BulletShell/M_BulletShell.M_BulletShell","0","0","84","1","0.000000","0","0"
"/Game/WeaponPack/MuzzleFlashPack/Materials/M_AssaultRifle_MuzzleFlash_4x1.M_AssaultRifle_MuzzleFlash_4x1","0","0","32","1","0.000000","0","0"
"/Game/WeaponPack/MuzzleFlashPack/Materials/M_Glow_3.M_Glow_3","0","0","48","1","0.000000","0","0"
"/Game/WeaponPack/MuzzleFlashPack/Materials/M_Smoke_8x8_B_01.M_Smoke_8x8_B_01","0","0","112","1","0.000000","0","0"
"/Game/WeaponPack/MuzzleFlashPack/Materials/M_Distortion_2.M_Distortion_2","0","0","120","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","0","0","40","1","0.000000","0","0"
"/Game/GunImpactParticles/Materials/Dirt/M_Smoke.M_Smoke","0","0","16","1","0.000000","0","0"
"/Game/GunImpactParticles/Materials/Dirt/M_DustDebris.M_DustDebris","0","0","56","1","0.000000","0","0"
"/Game/GunImpactParticles/Materials/Wood/M_Chunks2.M_Chunks2","0","0","56","1","0.000000","0","0"
"/Game/GunImpactParticles/Materials/Dirt/M_DustCloud.M_DustCloud","0","0","56","1","0.000000","0","0"
"/Game/GunImpactParticles/Materials/Blood/M_Blood.M_Blood","0","0","56","1","0.000000","0","0"
"/Game/GunImpactParticles/Materials/Water/M_WaterRipple2.M_WaterRipple2","0","0","56","1","0.000000","0","0"
"/Game/GunImpactParticles/Materials/Water/M_WaterRipple.M_WaterRipple","0","0","56","1","0.000000","0","0"
"/Game/GunImpactParticles/Materials/Metal/M_Sparkles.M_Sparkles","0","0","16","1","0.000000","0","0"
"/Game/GunImpactParticles/Materials/Metal/M_Flare.M_Flare","0","0","56","1","0.000000","0","0"
"/Game/GunImpactParticles/Materials/Dirt/M_Splash.M_Splash","0","0","56","1","0.000000","0","0"
"/Game/GunImpactParticles/Materials/Dirt/M_Chunks.M_Chunks","0","0","56","1","0.000000","0","0"
"/Game/GunImpactParticles/Materials/Dirt/M_DustBurst.M_DustBurst","0","0","56","1","0.000000","0","0"
"/Game/Materials/Impact_Decal/M_Decal.M_Decal","0","0","31","1","0.000000","0","0"
"/Game/WeaponPack/Models/M16A4/M16A4_M2.M16A4_M2","0","0","36","1","0.000000","0","0"
"/Game/WeaponPack/Models/M16A4/M16A4_1M.M16A4_1M","0","0","54","1","0.000000","0","0"
"/Game/Materials/M_ColorUnlit.M_ColorUnlit","0","0","8","1","0.000000","0","0"
"/Game/BP/UI/Reticle/MUI_Reticle.MUI_Reticle","0","0","30","1","0.000000","0","0"
"/Game/CC_Shaders/GumsTongueTeethShader/RL_GumsTongueTeeth.RL_GumsTongueTeeth","0","0","171","3","0.000000","0","798"
"/Game/CC_Shaders/TearLineShader/RL_TearLine.RL_TearLine","0","0","146","1","0.000000","0","0"
"/Game/CC_Shaders/SkinShader/RL_HQSkin.RL_HQSkin","0","0","441","3","0.000000","0","2940"
"/Game/CC_Shaders/EyeOcclusionShader/RL_EyeOcclusion.RL_EyeOcclusion","0","0","64","1","0.000000","0","0"
"/Game/CC_Shaders/EyeShader/RL_EyeRefractive.RL_EyeRefractive","0","0","81","1","0.000000","0","0"
"/Game/AmplifyAnimationPack/Weapon/WeaponPack/Models/AK47/ak_47__B1.ak_47__B1","0","0","36","1","0.000000","0","0"
"/Game/AmplifyAnimationPack/Weapon/WeaponPack/Models/AK47/ak_47__A1.ak_47__A1","0","0","36","1","0.000000","0","0"
"/Game/Cinematics/Sequences/Cinematic_0513/Mask_Wanda_fbm/Mask_material.Mask_material","0","0","12","1","0.000000","0","0"
"/Game/WeaponPack/Models/AK47/ak_47__B1.ak_47__B1","0","0","36","1","0.000000","0","0"
"/Game/WeaponPack/Models/AK47/ak_47__A1.ak_47__A1","0","0","36","1","0.000000","0","0"
"/Game/BP/UI/Minimap/Minimap_Material.Minimap_Material","0","0","9","1","0.000000","0","0"
"/Game/WeaponPack/Models/M1870/M1870_8a1.M1870_8a1","0","0","36","1","0.000000","0","0"
"/Game/AdvancedLocomotionV4/CharacterAssets/MannequinSkeleton/Materials/M_AnimMan_Eyes.M_AnimMan_Eyes","0","0","60","1","0.000000","0","0"
"/Game/AdvancedLocomotionV4/CharacterAssets/MannequinSkeleton/Materials/M_AnimMan_Default.M_AnimMan_Default","0","0","60","1","0.000000","0","0"
"/Game/Mannequin/Character/Materials/M_UE4Man_Body_Burning.M_UE4Man_Body_Burning","0","0","36","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","87","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","84","1","0.000000","0","0"
"/Game/Mannequin/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","0","226","2","0.000000","0","0"
"/Game/AdvancedLocomotionV4/Props/Materials/M_Prop.M_Prop","0","0","36","1","0.000000","0","0"
"/Game/AmplifyAnimationPack/Materials/DemoScene/MasterMaterials/MM_Grid_World.MM_Grid_World","0","0","69","1","0.000000","0","0"
"/Game/BP/UI/UI_Assets/DamageMaterial.DamageMaterial","0","0","30","2","0.000000","0","0"
"/Game/BP/UI/UI_Assets/Background_Mat.Background_Mat","0","0","15","1","0.000000","0","0"
"/Game/MilitaryWeapDark/FX/Materials/M_Smoke_8x8_B_01.M_Smoke_8x8_B_01","0","0","84","1","0.000000","0","0"
"/Game/MilitaryWeapDark/FX/Materials/M_Woodchips_8x1_01.M_Woodchips_8x1_01","0","0","84","1","0.000000","0","0"
"/Game/MilitaryWeapDark/FX/Materials/M_RockSmall_01.M_RockSmall_01","0","0","24","1","0.000000","0","0"
"/Game/WeaponPack/Models/M1911/M_1911.M_1911","0","0","36","1","0.000000","0","0"
"/Game/MilitaryWeapDark/Weapons/Materials/M_WeaponMaster_01.M_WeaponMaster_01","0","0","45","1","0.000000","0","0"
"/Game/ACSU_ATLUS/Materials/PoliceSkin/Root/M_ACSU_Atlus_PoliceSkin_Root.M_ACSU_Atlus_PoliceSkin_Root","0","0","72","2","0.000000","0","0"
"/Game/ACSU_ATLUS/Materials/PoliceSkin/Louncher/M_ACSU_Atlus_PoliceSkin_Louncher.M_ACSU_Atlus_PoliceSkin_Louncher","0","0","72","2","0.000000","0","0"
"/Game/ACSU_ATLUS/Materials/PoliceSkin/Legs/M_ACSU_Atlus_PoliceSkin_Legs.M_ACSU_Atlus_PoliceSkin_Legs","0","0","72","2","0.000000","0","0"
"/Game/ACSU_ATLUS/Materials/PoliceSkin/Head/M_ACSU_Atlus_PoliceSkin_Head.M_ACSU_Atlus_PoliceSkin_Head","0","0","72","2","0.000000","0","0"
"/Game/ACSU_ATLUS/Materials/PoliceSkin/Hands/M_ACSU_Atlus_PoliceSkin_Hands.M_ACSU_Atlus_PoliceSkin_Hands","0","0","72","2","0.000000","0","0"
"/Game/ACSU_ATLUS/Materials/PoliceSkin/FrontPanel/M_ACSU_Atlus_PoliceSkin_FrontPanel.M_ACSU_Atlus_PoliceSkin_FrontPanel","0","0","84","1","0.000000","0","0"
"/Game/ACSU_ATLUS/Materials/PoliceSkin/Front/M_ACSU_Atlus_PoliceSkin_Front.M_ACSU_Atlus_PoliceSkin_Front","0","0","72","2","0.000000","0","0"
"/Game/ACSU_ATLUS/Materials/PoliceSkin/Body/M_ACSU_Atlus_PoliceSkin_Body.M_ACSU_Atlus_PoliceSkin_Body","0","0","72","2","0.000000","0","0"
"/Game/Character/Enemy/Enemy_mask_material1.Enemy_mask_material1","0","0","12","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/ThirdPerson/Meshes/RampMaterial.RampMaterial","0","0","21","1","0.000000","0","0"
"/Game/The_Rally_Point/Material/M_Metallic_Trim_02_01.M_Metallic_Trim_02_01","0","0","21","1","0.000000","0","0"
"/Game/The_Rally_Point/Material/M_Wall_stone_01.M_Wall_stone_01","0","0","21","1","0.000000","0","0"
"/Game/The_Rally_Point/Material/M_Metallic_Trim_01.M_Metallic_Trim_01","0","0","21","1","0.000000","0","0"
"/Game/The_Rally_Point/Material/MM_Concrete_Trim_01.MM_Concrete_Trim_01","0","0","21","1","0.000000","0","0"
"/Game/The_Rally_Point/Material/MM_Stone_Wall_02.MM_Stone_Wall_02","0","0","46","1","0.000000","0","46"
"/Game/The_Rally_Point/Material/M_Museum_Trim_01.M_Museum_Trim_01","0","0","21","1","0.000000","0","0"
"/Game/The_Rally_Point/Material/M_Museum_Pillar_01.M_Museum_Pillar_01","0","0","21","1","0.000000","0","0"
"/Game/The_Rally_Point/Material/M_Museum_Border_01.M_Museum_Border_01","0","0","21","1","0.000000","0","0"
"/Game/The_Rally_Point/Material/M_Brick_Wall_01.M_Brick_Wall_01","0","0","46","1","0.000000","0","46"
"/Game/The_Rally_Point/Material/M_Bay_Window_Monument_01.M_Bay_Window_Monument_01","0","0","46","1","0.000000","0","46"
"/Game/The_Rally_Point/Material/M_Gate_Frame_01.M_Gate_Frame_01","0","0","21","1","0.000000","0","0"
"/Game/The_Rally_Point/Material/M_Metallic_Trim_02_03.M_Metallic_Trim_02_03","0","0","21","1","0.000000","0","0"
"/Game/The_Rally_Point/Material/M_Roof_Windows_Ark02.M_Roof_Windows_Ark02","0","0","21","1","0.000000","0","0"
"/Game/The_Rally_Point/Material/M_Roof_Windows_Ark01.M_Roof_Windows_Ark01","0","0","21","1","0.000000","0","0"
"/Game/The_Rally_Point/Material/M_Roof_Ornement_01.M_Roof_Ornement_01","0","0","21","1","0.000000","0","0"
"/Game/The_Rally_Point/Material/M_Roof_Glass_01.M_Roof_Glass_01","0","0","40","1","0.000000","0","0"
"/Game/The_Rally_Point/Material/M_Glass_01.M_Glass_01","0","0","21","1","0.000000","0","0"
"/Game/The_Rally_Point/Material/M_Floor_Ornement_01.M_Floor_Ornement_01","0","0","21","1","0.000000","0","0"
"/Game/The_Rally_Point/Material/MM_Lambert_02.MM_Lambert_02","0","0","63","1","0.000000","0","0"
"/Game/The_Rally_Point/Material/M_Concrete_Fence_01.M_Concrete_Fence_01","0","0","21","1","0.000000","0","0"
"/Game/The_Rally_Point/Material/M_Fence_02.M_Fence_02","0","0","21","1","0.000000","0","0"
"/Game/The_Rally_Point/Material/M_Awning_Metallic02.M_Awning_Metallic02","0","0","21","1","0.000000","0","0"
"/Game/The_Rally_Point/Material/M_Awning_Metallic01.M_Awning_Metallic01","0","0","21","1","0.000000","0","0"
"/Game/The_Rally_Point/Material/M_Ammo_Crate01.M_Ammo_Crate01","0","0","21","1","0.000000","0","0"
"/Game/The_Rally_Point/Material/M_Ammo_Box01.M_Ammo_Box01","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building06_TopFloor.M_Building06_TopFloor","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Gyroscope01_Mat01.M_Gyroscope01_Mat01","0","0","36","1","0.000000","0","0"
"/Game/Polar/Materials/Vista_Materials/_M_Master_Mountains._M_Master_Mountains","0","0","66","2","0.000000","0","0"
"/Game/Polar/Materials/_M_Master_Rubber._M_Master_Rubber","0","0","21","1","0.000000","0","0"
"/Game/Polar/Materials/_M_Master_Glass._M_Master_Glass","0","0","40","1","0.000000","0","0"
"/Game/Polar/Materials/_M_Master_Material._M_Master_Material","0","0","684","6","0.000000","0","0"
"/Game/Polar/Materials/_M_Master_Material_2Sided._M_Master_Material_2Sided","0","0","456","4","0.000000","0","0"
"/Game/MilitaryWeapDark/FX/Materials/M_Pistol_Smoke_2x2_A.M_Pistol_Smoke_2x2_A","0","0","84","1","0.000000","0","0"
"/Game/MilitaryWeapDark/FX/Materials/M_GlowSphere_01.M_GlowSphere_01","0","0","32","1","0.000000","0","0"
"/Game/MilitaryWeapDark/FX/Materials/M_Pistol_MuzzleFlash_4x1_A.M_Pistol_MuzzleFlash_4x1_A","0","0","24","1","0.000000","0","0"
"/Game/Materials/M_ConcretePillar01_Master.M_ConcretePillar01_Master","0","0","78","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_SPGears_Mat01.M_SPGears_Mat01","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_SPGears_Mat02.M_SPGears_Mat02","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building06_Facade_F.M_Building06_Facade_F","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building06_Facade_E.M_Building06_Facade_E","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building06_Facade_D.M_Building06_Facade_D","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building06_Facade_C.M_Building06_Facade_C","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building06_Facade_B.M_Building06_Facade_B","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building06_Facade_A.M_Building06_Facade_A","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building04_RoofTop.M_Building04_RoofTop","0","0","21","1","0.000000","0","0"
"/Game/Materials/M_BaseMetal.M_BaseMetal","0","0","45","1","0.000000","0","0"
"/Game/Materials/M_BaseMaterial.M_BaseMaterial","0","0","45","1","0.000000","0","0"
"/Game/Materials/M_ControlDeskPainted.M_ControlDeskPainted","0","0","21","1","0.000000","0","0"
"/Game/Materials/M_RenderTarget.M_RenderTarget","0","0","21","1","0.000000","0","0"
"/Game/Materials/M_LampSet_01.M_LampSet_01","0","0","45","1","0.000000","0","0"
"/Game/Materials/M_3ColorsMaskBase.M_3ColorsMaskBase","0","0","66","1","0.000000","0","0"
"/Game/Materials/M_3ColorsMaskBase_Unique.M_3ColorsMaskBase_Unique","0","0","66","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Accessories.M_Accessories","0","0","21","1","0.000000","0","0"
"/Game/Madeline/Material/M_Glass01.M_Glass01","0","0","44","1","0.000000","0","0"
"/Game/MSPresets/Billboard_Material/Billboard_Material.Billboard_Material","0","0","96","1","0.000000","0","0"
"/Game/MSPresets/Foliage_Material/Foliage_Material.Foliage_Material","0","0","48","1","0.000000","0","0"
"/Game/KingArthur/Materials/MM_Base.MM_Base","0","0","90","2","0.000000","0","0"
"/Game/GameFiles/Modeling/Chapter3_2/Modeling/lambert1.lambert1","0","0","12","1","0.000000","0","0"
"/Game/Cyberpunk_NightClub/Materials/Material_Ground06.Material_Ground06","0","0","21","1","0.000000","0","0"
"/Game/Cyberpunk_NightClub/Materials/Material_GenericGlass.Material_GenericGlass","0","0","42","1","0.000000","0","0"
"/Game/Cyberpunk_NightClub/Materials/Material_Glass04.Material_Glass04","0","0","21","1","0.000000","0","0"
"/Game/Cyberpunk_NightClub/Materials/Material_Glass01.Material_Glass01","0","0","21","1","0.000000","0","0"
"/Game/Cyberpunk_NightClub/Materials/Material_ElectricalTower02.Material_ElectricalTower02","0","0","21","1","0.000000","0","0"
"/Game/Cyberpunk_NightClub/Materials/Material_Decoration03.Material_Decoration03","0","0","48","1","0.000000","0","0"
"/Game/Cyberpunk_NightClub/Materials/Material_Counter03.Material_Counter03","0","0","21","1","0.000000","0","0"
"/Game/Cyberpunk_NightClub/Materials/Material_Booth02_B.Material_Booth02_B","0","0","21","1","0.000000","0","0"
"/Game/Cyberpunk_NightClub/Materials/Material_Booth02_A.Material_Booth02_A","0","0","21","1","0.000000","0","0"
"/Game/Cyberpunk_NightClub/Materials/Material_Booth01_03.Material_Booth01_03","0","0","21","1","0.000000","0","0"
"/Game/Cyberpunk_NightClub/Materials/Material_Booth01_02.Material_Booth01_02","0","0","21","1","0.000000","0","0"
"/Game/Cyberpunk_NightClub/Materials/Material_Booth01_01.Material_Booth01_01","0","0","21","1","0.000000","0","0"
"/Game/The_Rally_Point/Material/MM_Paving_Stone_01.MM_Paving_Stone_01","0","0","46","1","0.000000","0","46"
"/Game/AdvancedLocomotionV4/Blueprints/light/PM_line.PM_line","0","0","4","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Glass.M_Glass","0","0","40","1","0.000000","0","0"
"/Game/GameFiles/Modeling/Chapter3_2/Texturing/Chapter3_2_basic/Chapter3_2_field_wall.Chapter3_2_field_wall","0","0","21","1","0.000000","0","0"
"/Game/Cyberpunk_NightClub/Materials/Material_Ground07.Material_Ground07","0","0","21","1","0.000000","0","0"
"/Game/The_Rally_Point/Material/M_Planter_01.M_Planter_01","0","0","21","1","0.000000","0","0"
"/Game/The_Rally_Point/Material/MM_Moss_01.MM_Moss_01","0","0","46","1","0.000000","0","46"
"/Game/The_Rally_Point/Material/MM_Grass_01.MM_Grass_01","0","0","48","1","0.000000","0","0"
"/Game/MilitaryWeapDark/FX/Materials/M_Explosion_8x8_A_01.M_Explosion_8x8_A_01","0","0","84","1","0.000000","0","0"
"/Game/MilitaryWeapDark/FX/Materials/M_Shockwave_Refraction_01.M_Shockwave_Refraction_01","0","0","30","1","0.000000","0","0"
"/Game/MilitaryWeapDark/FX/Materials/M_LightRay_01.M_LightRay_01","0","0","24","1","0.000000","0","0"
"/Game/MilitaryWeapDark/FX/Materials/M_Ember_Speed_01.M_Ember_Speed_01","0","0","24","1","0.000000","0","0"
"/Game/MilitaryWeapDark/FX/Materials/M_Debris_Tileable_01.M_Debris_Tileable_01","0","0","84","1","0.000000","0","0"
"/Game/MilitaryWeapDark/FX/Materials/M_SmokeRibbon_01.M_SmokeRibbon_01","0","0","56","1","0.000000","0","0"
"/Game/ACSU_ATLUS/Materials/PoliceSkin/Gun_1/M_ACSU_Atlus_PoliceSkin_Gun1.M_ACSU_Atlus_PoliceSkin_Gun1","0","0","36","1","0.000000","0","0"
"/Game/ACSU_ATLUS/Materials/CamoSkin/Gun_2/M_ACSU_Atlus_CamoSkin_Gun2.M_ACSU_Atlus_CamoSkin_Gun2","0","0","36","1","0.000000","0","0"
"/Game/ACSU_ATLUS/Materials/PoliceSkin/Gun_2/M_ACSU_Atlus_PoliceSkin_Gun2.M_ACSU_Atlus_PoliceSkin_Gun2","0","0","36","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_SPHydrants_Mat01.M_SPHydrants_Mat01","0","0","21","1","0.000000","0","0"
"/Game/ACSU_ATLUS/BluePrints/WarningTexture.WarningTexture","0","0","12","1","0.000000","0","0"
"/Game/GameFiles/Modeling/Build/clock_tower/churchBLead1.churchBLead1","0","0","21","1","0.000000","0","0"
"/Game/The_Rally_Point/Material/MM_Bush_01.MM_Bush_01","0","0","48","1","0.000000","0","0"
"/Game/The_Rally_Point/Material/M_Bark_02.M_Bark_02","0","0","48","1","0.000000","0","0"
"/Game/The_Rally_Point/Material/M_Stairs_01.M_Stairs_01","0","0","21","1","0.000000","0","0"
"/Game/The_Rally_Point/Material/M_Fence_01.M_Fence_01","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Sidewalk.M_Sidewalk","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Road.M_Road","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Curb.M_Curb","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building05_TopFloorTower.M_Building05_TopFloorTower","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building05_TowerBase.M_Building05_TowerBase","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building05_TopFloor_B.M_Building05_TopFloor_B","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building05_Facade_B.M_Building05_Facade_B","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building05_Facade_A.M_Building05_Facade_A","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building04_Facade_D.M_Building04_Facade_D","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building04_Facade_A.M_Building04_Facade_A","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building04_Facade_C.M_Building04_Facade_C","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building04_Facade_B.M_Building04_Facade_B","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building04_FirstFloor_A.M_Building04_FirstFloor_A","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building04_Facade_E.M_Building04_Facade_E","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building03_DoorFacade.M_Building03_DoorFacade","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building03_Facade_D.M_Building03_Facade_D","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building03_Roof.M_Building03_Roof","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building03_Facade_H.M_Building03_Facade_H","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building03_Facade_E.M_Building03_Facade_E","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building03_Facade_C.M_Building03_Facade_C","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building02_TopFloor.M_Building02_TopFloor","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building02_Shops_B.M_Building02_Shops_B","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building02_Awnings_Adverts.M_Building02_Awnings_Adverts","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building02_Shops_A.M_Building02_Shops_A","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building01_RoofTop_Wall.M_Building01_RoofTop_Wall","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building01_Ledges_Wall.M_Building01_Ledges_Wall","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building01_Facade_C.M_Building01_Facade_C","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building01_Roof_Wall.M_Building01_Roof_Wall","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building01_FirstFloor_B.M_Building01_FirstFloor_B","0","0","21","1","0.000000","0","0"
"/Game/SteamPunkEnvironment01/Materials/M_Building01_Facade_B.M_Building01_Facade_B","0","0","21","1","0.000000","0","0"
